wheat.q,flour.q,boer.meal.q,mealies.q,mealie.meal.q,barley.q,oats.q,oathay.q,lucern.hay.1,potatoes.q,tobacco.q,beef.q,mutton.q,butter.q,eggs.q,cattle.q,sheep.q,pigs.q,bread.q,oranges.q,horses.q,oxen.q,cows.q,sheep.q
149 153 138,49 863 600,915 600,109 656 575,1 720 320,57 988 224,163 014 498,335 357 458,1,134 694 398,84 966 306,297 474 000,160 111 268,62 451 220,23 007 600,1 309 284 984,704 704 543,45 978 917,228 456 000,1,406 163 868,654 642 492,654 642 492,704 704 543
