time_id,date,datum,Year,town,wheat,wheat.flour,boer.meal,mealies,mealie.meal,barley,oats,oathay,lucerne.hay,potatoes,tobacco,beef,mutton,butter,eggs,cattle,sheep,pigs,bread,oranges,s.horses,tr.oxen,mi.cows,wo.sheep
1,1989/09/30,September,1889,Aliwal North,,,,,,,,,,,,,,,,,,,,,,,,
1,1989/09/30,September,1889,Beaufort West,,,,,,,,,,,,,,,,,,,,,,,,
1,1989/09/30,September,1889,Bloemfontein,,,,,,,,,,,,,,,,,,,,,,,,
1,1989/09/30,September,1889,Bulawayo,,,,,,,,,,,,,,,,,,,,,,,,
1,1989/09/30,September,1889,Burghersdorp,132,,156,90,,108,,192,,102,,4,4,30,8,,,,3,,3600,1560,1560,144
1,1989/09/30,September,1889,Cape Town,126,,192,204,,60,,,,204,,5.5,5.5,21,9.75,,,,,,,,,
1,1989/09/30,September,1889,Clanwilliam,102,,120,81,,48,,,,228,,4,4,12,4,,,,2,42,3840,1200,780,108
1,1989/09/30,September,1889,Colesberg,114,,222,132,,,,162,,180,,3.5,3.5,24,9,,,,4,,,1080,1200,84
1,1989/09/30,September,1889,Cradock,150,,192,180,,120,,126,,240,,3,3,36,12,,,,3,96,1080,1260,1200,144
1,1989/09/30,September,1889,Dordrecht,180,,180,90,,48,,150,,180,,4,4,30,6,,,,6,96,2400,1200,1200,120
1,1989/09/30,September,1889,"Durban, Natal",,,,,,,,,,,,,,,,,,,,,,,,
1,1989/09/30,September,1889,East London,138,,180,99,,87,,90,,198,,5,5,54,9,,,,,114,1800,,,
1,1989/09/30,September,1889,Graaff-Reinet,180,,201,141,,102,,84,,216,,2.75,2.75,27,14,,,,3,,1800,960,864,150
1,1989/09/30,September,1889,Graham's Town,144,,180,100,,72,,60,,276,,4,5,24,9,,,,,60,2640,1560,2040,162
1,1989/09/30,September,1889,Johannesburg,214,,169,192,,200,,390,,330,,,,36,32,,,,,168,,2400,4200,
1,1989/09/30,September,1889,Kimberley,168,,180,150,,132,,144,,288,,3.5,4,30,12,,,,,72,3600,3600,1200,150
1,1989/09/30,September,1889,King William's Town,,,204,90,,,,120,,120,,4,4,48,10,,,,,96,1680,1500,1560,216
1,1989/09/30,September,1889,Malmesbury,132,,144,,,,,,,,,4,4,12,8,,,,1.5,,4800,1200,2160,
1,1989/09/30,September,1889,Mossel Bay,156,,180,156,,96,,144,,192,,4.5,4.5,24,8,,,,2,48,2400,960,960,108
1,1989/09/30,September,1889,"Pietermaritzburg, Natal",,,,,,,,,,,,,,,,,,,,,,,,
1,1989/09/30,September,1889,Port Alfred,120,,204,93,,,,60,,166,,,,39,12,,,,,,,,,
1,1989/09/30,September,1889,Port Elizabeth,144,,168,126,,84,,72,,234,,4,5,45,12,,,,,60,4800,1920,4800,192
1,1989/09/30,September,1889,Pretoria,,,,,,,,,,,,,,,,,,,,,,,,
1,1989/09/30,September,1889,Queen's Town,144,,180,120,,72,,165,,216,,5,5,48,10,,,,,144,1800,2400,960,102
1,1989/09/30,September,1889,Salisbury,,,,,,,,,,,,,,,,,,,,,,,,
1,1989/09/30,September,1889,Tarkastad,,,,,,,,,,,,,,,,,,,,,,,,
1,1989/09/30,September,1889,Vryburg,,,,,,,,,,,,,,,,,,,,,,,,
1,1989/09/30,September,1889,Worcester,108,,150,90,,120,,75,,228,,4,4,16,5,,,,2,72,,,,
2,1989/10/31,October,1889,Aliwal North,144,,180,96,,114,,75,,180,,4,4,30,12,,,,,,2160,1560,1320,180
2,1989/10/31,October,1889,Beaufort West,,,,165,,,,108,,,,4,4,30,,,,,,,,,,
2,1989/10/31,October,1889,Bloemfontein,,,,,,,,,,,,,,,,,,,,,,,,
2,1989/10/31,October,1889,Bulawayo,,,,,,,,,,,,,,,,,,,,,,,,
2,1989/10/31,October,1889,Burghersdorp,138,,168,108,,144,,174,,132,,5,5,48,7,,,,4,,2880,1560,1560,144
2,1989/10/31,October,1889,Cape Town,132,,216,228,,63,,,,204,,8,5.25,18,12,,,,,,,,,
2,1989/10/31,October,1889,Clanwilliam,,,,,,,,,,,,,,,,,,,,,,,,
2,1989/10/31,October,1889,Colesberg,,,222,138,,,,162,,150,,4,4,30,9,,,,6,78,,,960,144
2,1989/10/31,October,1889,Cradock,216,,240,144,,156,,126,,240,,3,3,42,18,,,,3,72,1080,1320,1200,144
2,1989/10/31,October,1889,Dordrecht,180,,210,150,,77,,225,,144,,6,6,27,6,,,,4,,3600,1560,1800,300
2,1989/10/31,October,1889,"Durban, Natal",,,135,124,,,,144,,360,,8,8,42,17,,,,,96,3780,2160,1800,
2,1989/10/31,October,1889,East London,132,,216,100,,81,,102,,198,,6,6,51,13,,,,,114,,,,
2,1989/10/31,October,1889,Graaff-Reinet,210,,216,180,,84,,84,,324,,4,4,30,12,,,,3.5,,1800,1560,1920,150
2,1989/10/31,October,1889,Graham's Town,,,204,114,,72,,36,,223,,4,5,36,19,,,,,72,2400,1440,1920,162
2,1989/10/31,October,1889,Johannesburg,234,,133,230,,260,,270,,540,,,,51,26,,,,,123,4200,1620,,
2,1989/10/31,October,1889,Kimberley,170,,240,180,,114,,180,,210,,3.5,6,30,18,,,,,144,3600,2160,3600,168
2,1989/10/31,October,1889,King William's Town,,,216,96,,96,,87,,120,,5.5,5.5,48,8,,,,,72,3000,1800,2400,240
2,1989/10/31,October,1889,Malmesbury,138,,156,,,68,,60,,216,,4,4,12,6,,,,1.75,,6000,1560,,162
2,1989/10/31,October,1889,Mossel Bay,180,,204,120,,96,,140,,216,,6,6,24,12,,,,2,54,2400,1200,960,132
2,1989/10/31,October,1889,"Pietermaritzburg, Natal",,,,,,,,,,,,,,,,,,,,,,,,
2,1989/10/31,October,1889,Port Alfred,,,192,108,,,,90,,210,,,,24,18,,,,,,,,,
2,1989/10/31,October,1889,Port Elizabeth,180,,192,144,,84,,72,,276,,5,6,36,18,,,,,,4800,1920,4800,180
2,1989/10/31,October,1889,Pretoria,,,,,,,,,,,,,,,,,,,,,,,,
2,1989/10/31,October,1889,Queen's Town,,,,,,,,,,,,,,,,,,,,,,,,
2,1989/10/31,October,1889,Salisbury,,,,,,,,,,,,,,,,,,,,,,,,
2,1989/10/31,October,1889,Tarkastad,,,,,,,,,,,,,,,,,,,,,,,,
2,1989/10/31,October,1889,Vryburg,,,,,,,,,,,,,,,,,,,,,,,,
2,1989/10/31,October,1889,Worcester,144,,162,102,,150,,75,,288,,4,4,18,9,,,,3,60,,,,
3,1989/11/30,November,1889,Aliwal North,156,,180,96,,114,,78,,204,,5,5,15,12,,,,,,2400,1680,1440,180
3,1989/11/30,November,1889,Beaufort West,,,,,,,,,,,,,,,,,,,,,,,,
3,1989/11/30,November,1889,Bloemfontein,,,,,,,,,,,,,,,,,,,,,,,,
3,1989/11/30,November,1889,Bulawayo,,,,,,,,,,,,,,,,,,,,,,,,
3,1989/11/30,November,1889,Burghersdorp,150,,174,108,,144,,150,,108,,4,4,21,9,,,,4,,3600,1560,1560,144
3,1989/11/30,November,1889,Cape Town,150,,180,252,,69,,,,186,,7.5,6,18,12,,,,,,,,,
3,1989/11/30,November,1889,Clanwilliam,,,,,,,,,,,,,,,,,,,,,,,,
3,1989/11/30,November,1889,Colesberg,201,,240,138,,144,,102,,,,4,4,18,13,,,,5.5,,,1200,,120
3,1989/11/30,November,1889,Cradock,228,,240,162,,120,,114,,240,,5,5,18,18,,,,4,,1200,1380,1440,144
3,1989/11/30,November,1889,Dordrecht,102,,210,120,,54,,125,,120,,4.5,4.5,12,4.5,,,,6,,3360,1800,1920,240
3,1989/11/30,November,1889,"Durban, Natal",,,,,,,,,,,,,,,,,,,,,,,,
3,1989/11/30,November,1889,East London,114,,210,90,,75,,66,,180,,6.5,6.5,21,10,,,,,150,840,1740,1200,
3,1989/11/30,November,1889,Graaff-Reinet,180,,216,162,,96,,72,,192,,4,4,10.5,12,,,,3.5,,1800,1560,960,150
3,1989/11/30,November,1889,Graham's Town,,,,,,,,,,,,,,,,,,,,,,,,
3,1989/11/30,November,1889,Johannesburg,443,,413,332,,260,,300,,,,,,63,45,,,,,198,3600,2640,,195
3,1989/11/30,November,1889,Kimberley,168,,168,108,,120,,120,,240,,3.5,4,21,15,,,,,,3600,1920,3600,168
3,1989/11/30,November,1889,King William's Town,,,216,87,,,,90,,180,,3.5,3.5,15,6,,,,,66,2400,1440,1920,168
3,1989/11/30,November,1889,Malmesbury,120,,156,,,76,,60,,216,,4,4,15,9,,,,3.5,,6000,1560,2400,168
3,1989/11/30,November,1889,Mossel Bay,168,,192,90,,108,,96,,96,,6,6,30,12,,,,2,48,2400,1200,960,168
3,1989/11/30,November,1889,"Pietermaritzburg, Natal",,,,,,,,,,,,,,,,,,,,,,,,
3,1989/11/30,November,1889,Port Alfred,156,,228,90,,102,,60,,204,,6.5,6.5,9,10,,,,,51,,,,
3,1989/11/30,November,1889,Port Elizabeth,144,,180,120,,84,,78,,312,,5,6,18,18,,,,,,6000,1920,4800,240
3,1989/11/30,November,1889,Pretoria,,,,,,,,,,,,,,,,,,,,,,,,
3,1989/11/30,November,1889,Queen's Town,150,,192,84,,96,,108,,228,,4,4,18,12,,,,,,1200,1920,1260,162
3,1989/11/30,November,1889,Salisbury,,,,,,,,,,,,,,,,,,,,,,,,
3,1989/11/30,November,1889,Tarkastad,,,,,,,,,,,,,,,,,,,,,,,,
3,1989/11/30,November,1889,Vryburg,,,,,,,,,,,,,,,,,,,,,,,,
3,1989/11/30,November,1889,Worcester,138,,192,108,,150,,75,,150,,4,4,20,12,,,,4,,,,,
4,1989/12/31,December,1889,Aliwal North,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Beaufort West,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Bloemfontein,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Bulawayo,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Burghersdorp,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Cape Town,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Clanwilliam,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Colesberg,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Cradock,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Dordrecht,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,"Durban, Natal",,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,East London,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Graaff-Reinet,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Graham's Town,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Johannesburg,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Kimberley,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,King William's Town,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Malmesbury,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Mossel Bay,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,"Pietermaritzburg, Natal",,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Port Alfred,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Port Elizabeth,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Pretoria,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Queen's Town,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Salisbury,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Tarkastad,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Vryburg,,,,,,,,,,,,,,,,,,,,,,,,
4,1989/12/31,December,1889,Worcester,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Aliwal North,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Beaufort West,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Bloemfontein,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Bulawayo,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Burghersdorp,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Cape Town,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Clanwilliam,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Colesberg,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Cradock,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Dordrecht,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,"Durban, Natal",,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,East London,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Graaff-Reinet,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Graham's Town,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Johannesburg,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Kimberley,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,King William's Town,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Malmesbury,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Mossel Bay,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,"Pietermaritzburg, Natal",,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Port Alfred,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Port Elizabeth,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Pretoria,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Queen's Town,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Salisbury,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Tarkastad,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Vryburg,,,,,,,,,,,,,,,,,,,,,,,,
5,1990/01/31,January,1890,Worcester,,,,,,,,,,,,,,,,,,,,,,,,
6,1990/02/28,February,1890,Aliwal North,132,,156,108,,120,,90,,204,,5,5,12,15,,,,,,2400,1440,1440,168
6,1990/02/28,February,1890,Beaufort West,,,,,,,,,,,,,,,,,,,,,,,,
6,1990/02/28,February,1890,Bloemfontein,,,,,,,,,,,,,,,,,,,,,,,,
6,1990/02/28,February,1890,Bulawayo,,,,,,,,,,,,,,,,,,,,,,,,
6,1990/02/28,February,1890,Burghersdorp,,,,,,,,,,,,,,,,,,,,,,,,
6,1990/02/28,February,1890,Cape Town,135,,192,114,,90,,,,168,,7.5,6.5,16.5,17,,,,,,,,,
6,1990/02/28,February,1890,Clanwilliam,,,,,,,,,,,,,,,,,,,,,,,,
6,1990/02/28,February,1890,Colesberg,186,,222,,,108,,108,,204,,4,4,9,9,,,,,,,,,
6,1990/02/28,February,1890,Cradock,180,,204,120,,84,,108,,180,,3,3,12,14,,,,3,,,1440,1680,192
6,1990/02/28,February,1890,Dordrecht,120,,150,96,,66,,84,,126,,5,5,18,9,,,,,,1680,1800,1200,144
6,1990/02/28,February,1890,"Durban, Natal",,,192,135,,,,155,,252,,8,8,30,42,,,,,,3228,2160,1800,
6,1990/02/28,February,1890,East London,,,222,105,,,,57,,180,,4.5,4.5,15,18,,,,,96,1230,1200,1410,
6,1990/02/28,February,1890,Graaff-Reinet,180,,192,162,,102,,90,,112,,4,4,6,12,,,,3.5,,1800,1680,1020,180
6,1990/02/28,February,1890,Graham's Town,138,,204,120,,96,,45,,124,,4.5,5,12,21,,,,,,2400,1800,1920,180
6,1990/02/28,February,1890,Johannesburg,243,,232.5,184.5,,210,,165,,180,,,,33,48,,,,,,,2100,,
6,1990/02/28,February,1890,Kimberley,168,,156,180,,156,,144,,168,,7,8,15,21,,,,,,3600,1680,3600,144
6,1990/02/28,February,1890,King William's Town,,,216,90,,90,,108,,120,,3.5,3.5,18,18,,,,,,1200,1440,1200,180
6,1990/02/28,February,1890,Malmesbury,132,,144,,,96,,54,,180,,4,4,12,9,,,,,,4800,1200,,168
6,1990/02/28,February,1890,Mossel Bay,168,,192,120,,96,,72,,96,,6,6,12,12,,,,2,,2400,1440,1200,120
6,1990/02/28,February,1890,"Pietermaritzburg, Natal",,,,,,,,,,,,,,,,,,,,,,,,
6,1990/02/28,February,1890,Port Alfred,96,,,66,,132,,48,,168,,,,21,15,,,,,60,,,,
6,1990/02/28,February,1890,Port Elizabeth,,,,,,,,,,,,,,,,,,,,,,,,
6,1990/02/28,February,1890,Pretoria,,,,,,,,,,,,,,,,,,,,,,,,
6,1990/02/28,February,1890,Queen's Town,168,,196,84,,60,,93,,144,,4,4,15,12,,,,,,1680,1440,,96
6,1990/02/28,February,1890,Salisbury,,,,,,,,,,,,,,,,,,,,,,,,
6,1990/02/28,February,1890,Tarkastad,,,,,,,,,,,,,,,,,,,,,,,,
6,1990/02/28,February,1890,Vryburg,,,,,,,,,,,,,,,,,,,,,,,,
6,1990/02/28,February,1890,Worcester,,,,,,,,,,,,,,,,,,,,,,,,
7,1990/03/31,March,1890,Aliwal North,132,,150,78,,120,,108,,108,,5,5,15,18,,,,,,2400,1560,1440,156
7,1990/03/31,March,1890,Beaufort West,174,,204,135,,150,,84,,159,,,,12,,,,,,,,,,
7,1990/03/31,March,1890,Bloemfontein,,,,,,,,,,,,,,,,,,,,,,,,
7,1990/03/31,March,1890,Bulawayo,,,,,,,,,,,,,,,,,,,,,,,,
7,1990/03/31,March,1890,Burghersdorp,,,,,,,,,,,,,,,,,,,,,,,,
7,1990/03/31,March,1890,Cape Town,135,,192,114,,90,,,,168,,7.5,6.5,16.5,14.5,,,,,,,,,
7,1990/03/31,March,1890,Clanwilliam,120,,144,108,,,,,,,,4,4,12,12,,,,2,,3360,1080,720,120
7,1990/03/31,March,1890,Colesberg,210,,234,120,,114,,90,,144,,4,4,12,12,,,,,,1440,,,102
7,1990/03/31,March,1890,Cradock,180,,192,120,,96,,120,,144,,3,3,12,19,,,,3,,,1440,1680,192
7,1990/03/31,March,1890,Dordrecht,144,,180,60,,60,,72,,120,,3,3,15,6,,,,3,,1920,1680,1080,120
7,1990/03/31,March,1890,"Durban, Natal",,,,,,,,,,,,,,,,,,,,,,,,
7,1990/03/31,March,1890,East London,,,,,,,,,,,,,,,,,,,,,,,,
7,1990/03/31,March,1890,Graaff-Reinet,156,,192,144,,84,,120,,108,,4,4,6,15,,,,3.5,,1800,1440,960,180
7,1990/03/31,March,1890,Graham's Town,,,,,,,,,,,,,,,,,,,,,,,,
7,1990/03/31,March,1890,Johannesburg,,,,,,,,,,,,,,,,,,,,,,,,
7,1990/03/31,March,1890,Kimberley,180,,168,144,,132,,132,,192,,7,8,12,30,,,,,,3600,1680,3600,144
7,1990/03/31,March,1890,King William's Town,,,252,90,,,,78,,,,3.5,,18,18,,,,,,1920,1440,1440,180
7,1990/03/31,March,1890,Malmesbury,138,,150,,,96,,54,,,,4.5,4.5,15,18,,,,2,,6000,1440,,180
7,1990/03/31,March,1890,Mossel Bay,168,,192,90,,120,,66,,120,,6,6,9,13,,,,2,,2400,1200,1200,120
7,1990/03/31,March,1890,"Pietermaritzburg, Natal",,,,,,,,,,,,,,,,,,,,,,,,
7,1990/03/31,March,1890,Port Alfred,120,,204,72,,132,,42,,156,,,,16,18,,,,,,,,,
7,1990/03/31,March,1890,Port Elizabeth,,,,,,,,,,,,,,,,,,,,,,,,
7,1990/03/31,March,1890,Pretoria,,,,,,,,,,,,,,,,,,,,,,,,
7,1990/03/31,March,1890,Queen's Town,180,,216,60,,60,,120,,108,,4,4,12,18,,,,,,1440,960,840,108
7,1990/03/31,March,1890,Salisbury,,,,,,,,,,,,,,,,,,,,,,,,
7,1990/03/31,March,1890,Tarkastad,,,,,,,,,,,,,,,,,,,,,,,,
7,1990/03/31,March,1890,Vryburg,,,,,,,,,,,,,,,,,,,,,,,,
7,1990/03/31,March,1890,Worcester,144,,180,,,96,,,,96,,4.5,4.5,21,12,,,,3,,,,,
8,1990/04/30,April,1890,Aliwal North,132,,162,90,,72,,108,,168,,5,5,18,36,,,,,,2400,1560,1440,144
8,1990/04/30,April,1890,Beaufort West,,,,,,,,,,,,,,,,,,,,,,,,
8,1990/04/30,April,1890,Bloemfontein,,,,,,,,,,,,,,,,,,,,,,,,
8,1990/04/30,April,1890,Bulawayo,,,,,,,,,,,,,,,,,,,,,,,,
8,1990/04/30,April,1890,Burghersdorp,162,,186,78,,96,,126,,90,,5,4.5,12,18,,,,2.5,,2880,1560,1200,132
8,1990/04/30,April,1890,Cape Town,132,,180,90,,66,,,,162,,6.5,5.5,16.5,20,,,,,,,,,
8,1990/04/30,April,1890,Clanwilliam,,,,,,,,,,,,,,,,,,,,,,,,
8,1990/04/30,April,1890,Colesberg,,,,,,,,,,,,,,,,,,,,,,,,
8,1990/04/30,April,1890,Cradock,,,,,,,,,,,,,,,,,,,,,,,,
8,1990/04/30,April,1890,Dordrecht,,,,,,,,,,,,,,,,,,,,,,,,
8,1990/04/30,April,1890,"Durban, Natal",,,135,120,,,,156,,196,,8,8,36,36,,,,,60,3780,,1800,
8,1990/04/30,April,1890,East London,150,,240,78,,90,,90,,144,,5,5,18,19,,,,,72,,,,
8,1990/04/30,April,1890,Graaff-Reinet,162,,192,66,,84,,132,,156,,4,4,12,18,,,,3,,1800,1200,780,144
8,1990/04/30,April,1890,Graham's Town,141,,216,63,,81,,72,,150,,5.5,6.5,14,30,,,,,48,2640,1800,1920,162
8,1990/04/30,April,1890,Johannesburg,220.5,,225,127.5,,152,,172.5,,225,,,,24,61.5,,,,,,,1920,,
8,1990/04/30,April,1890,Kimberley,192,,228,132,,120,,144,,144,,7,8,15,30,,,,,,3600,1800,3600,132
8,1990/04/30,April,1890,King William's Town,,,222,72,,102,,60,,,,3,3,18,18,,,,,42,1920,1560,1560,162
8,1990/04/30,April,1890,Malmesbury,138,,156,,,96,,,,,,4.5,4.5,15,12,,,,2,,6000,1440,,192
8,1990/04/30,April,1890,Mossel Bay,162,,186,72,,96,,72,,96,,6,6,12,18,,,,2,,2880,1200,1080,108
8,1990/04/30,April,1890,"Pietermaritzburg, Natal",,,,,,,,,,,,,,,,,,,,,,,,
8,1990/04/30,April,1890,Port Alfred,120,,204,,,,,60,,192,,,,24,23,,,,,72,,,,
8,1990/04/30,April,1890,Port Elizabeth,162,,180,108,,84,,96,,204,,5.5,5.5,18,30,,,,,60,6000,1920,3600,240
8,1990/04/30,April,1890,Pretoria,,,,,,,,,,,,,,,,,,,,,,,,
8,1990/04/30,April,1890,Queen's Town,,,,,,,,,,,,,,,,,,,,,,,,
8,1990/04/30,April,1890,Salisbury,,,,,,,,,,,,,,,,,,,,,,,,
8,1990/04/30,April,1890,Tarkastad,,,,,,,,,,,,,,,,,,,,,,,,
8,1990/04/30,April,1890,Vryburg,,,,,,,,,,,,,,,,,,,,,,,,
8,1990/04/30,April,1890,Worcester,150,,156,,,120,,,,174,,4.5,4.5,18,16,,,,3,,,,,
9,1990/05/31,May,1890,Aliwal North,132,,162,72,,72,,120,,132,,5,5,18,30,,,,,84,2400,1440,1200,144
9,1990/05/31,May,1890,Beaufort West,,,,,,,,,,,,,,,,,,,,,,,,
9,1990/05/31,May,1890,Bloemfontein,129,,180,78,,69,,162,,120,,6,6,21,33,,,,3,90,1200,960,900,78
9,1990/05/31,May,1890,Bulawayo,,,,,,,,,,,,,,,,,,,,,,,,
9,1990/05/31,May,1890,Burghersdorp,,,,,,,,,,,,,,,,,,,,,,,,
9,1990/05/31,May,1890,Cape Town,129,,186,114,,66,,,,177,,6.5,5.75,18,24,,,,,,,,,
9,1990/05/31,May,1890,Clanwilliam,132,,144,102,,,,,,168,,4,4,12,12,,,,2,42,3600,1080,780,144
9,1990/05/31,May,1890,Colesberg,180,,210,84,,84,,102,,138,,4,4,12,21,,,,3,60,,,1080,96
9,1990/05/31,May,1890,Cradock,180,,204,96,,72,,102,,180,,5,5,15,27,,,,,,,2160,,195
9,1990/05/31,May,1890,Dordrecht,180,,180,90,,90,,100,,84,,4,4,18,12,,,,6,,2400,1680,1680,144
9,1990/05/31,May,1890,"Durban, Natal",,,,,,,,,,,,,,,,,,,,,,,,
9,1990/05/31,May,1890,East London,150,,264,66,,90,,78,,165,,4,4,20,18,,,,,36,1320,1560,1380,
9,1990/05/31,May,1890,Graaff-Reinet,156,,198,84,,108,,156,,138,,3,3,12,24,,,,3,60,1800,1200,840,144
9,1990/05/31,May,1890,Graham's Town,150,,198,66,,66,,81,,192,,6,7,16,25,,,,,54,3120,1800,1920,186
9,1990/05/31,May,1890,Johannesburg,246,,135,153,,242,,270,,240,,,,24,49.5,,,,,54,1800,1680,,
9,1990/05/31,May,1890,Kimberley,180,,204,126,,144,,150,,180,,3.5,4,18,30,,,,,90,3600,1680,3600,132
9,1990/05/31,May,1890,King William's Town,,,228,60,,75,,72,,192,,4,4,24,12,,,,,48,2400,1200,1440,168
9,1990/05/31,May,1890,Malmesbury,132,,144,,,,,,,,,4.5,4.5,,,,,,2,,6000,1440,2400,168
9,1990/05/31,May,1890,Mossel Bay,168,,192,72,,96,,82,,72,,6,6,12,18,,,,1.5,,2880,1440,1320,120
9,1990/05/31,May,1890,"Pietermaritzburg, Natal",,,,,,,,,,,,,,,,,,,,,,,,
9,1990/05/31,May,1890,Port Alfred,,,228,72,,,,60,,166,,,,19,18,,,,,18,,,,
9,1990/05/31,May,1890,Port Elizabeth,,,,,,,,,,,,,,,,,,,,,,,,
9,1990/05/31,May,1890,Pretoria,,,,,,,,,,,,,,,,,,,,,,,,
9,1990/05/31,May,1890,Queen's Town,192,,228,48,,60,,90,,102,,4,4,18,18,,,,,48,1140,1020,780,162
9,1990/05/31,May,1890,Salisbury,,,,,,,,,,,,,,,,,,,,,,,,
9,1990/05/31,May,1890,Tarkastad,,,,,,,,,,,,,,,,,,,,,,,,
9,1990/05/31,May,1890,Vryburg,,,,,,,,,,,,,,,,,,,,,,,,
9,1990/05/31,May,1890,Worcester,144,,180,108,,120,,,,120,,3.5,3.5,20,21,,,,2,,,,,
10,1990/06/30,June,1890,Aliwal North,144,,162,72,,78,,108,,144,,5,5,18,24,,,,,72,2400,1440,1200,144
10,1990/06/30,June,1890,Beaufort West,,,,,,,,,,,,,,,,,,,,,,,,
10,1990/06/30,June,1890,Bloemfontein,156,,210,66,,72,,90,,150,,5.5,5.5,24,21,,,,6,90,960,1200,960,102
10,1990/06/30,June,1890,Bulawayo,,,,,,,,,,,,,,,,,,,,,,,,
10,1990/06/30,June,1890,Burghersdorp,132,,156,66,,84,,108,,120,,5,5,18,18,,,,5,72,2880,1920,1680,144
10,1990/06/30,June,1890,Cape Town,138,,180,98,,67,,,,147,,7,5.5,16.5,20,,,,,,,,,
10,1990/06/30,June,1890,Clanwilliam,132,,144,96,,,,,,156,,4,4,12,12,,,,2.5,39,3840,1200,840,156
10,1990/06/30,June,1890,Colesberg,180,,204,66,,78,,90,,210,,4,4,12,18,,,,3,84,,,1080,96
10,1990/06/30,June,1890,Cradock,180,,204,66,,72,,120,,144,,,,15,20,,,,3,48,,,,
10,1990/06/30,June,1890,Dordrecht,120,,180,60,,60,,150,,120,,4,4,18,12,,,,4,96,,,1080,120
