"","Date","cattle","horses","sheep","swine","goats","fowls","index"
"1",1889-10-01,100,99.9999999999995,100,99.9999999999994,99.9999999999996,99.9999999999995,100
"2",1889-11-01,100.000000000001,99.9999999999995,107.964392755223,99.9999999999994,99.9999999999996,99.9999999999995,101.977068888882
"3",1889-12-01,100.000000000002,99.9999999999995,100.085288027351,99.9999999999994,99.9999999999996,99.9999999999995,100.129638917166
"4",1890-01-01,100.546665137403,99.482320437817,93.9335947850262,102.354783599083,100.223402549813,100.880390483071,98.8568578372692
"5",1890-02-01,101.093330274805,98.9646408756345,88.152019868578,104.709567198167,100.446805099627,101.760780966143,97.5954006363311
"6",1890-03-01,101.639995412206,98.446961313452,82.7189394909646,107.064350797251,100.67020764944,102.641171449214,96.3453372630177
"7",1890-04-01,102.186660549608,97.9292817512695,97.257527158402,109.419134396335,100.893610199254,103.521561932286,100.786300539613
"8",1890-05-01,102.733325687009,97.411602189087,96.1857513649751,111.773917995419,101.117012749067,104.401952415357,100.756267819851
"9",1890-06-01,103.279990824411,96.8939226269045,90.466563389244,114.128701594503,101.340415298881,105.282342898429,99.5120607880336
"10",1890-07-01,103.826655961813,96.376243064722,99.4864091208574,116.483485193587,101.563817848694,106.1627333815,102.212437437986
"11",1890-08-01,104.373321099214,95.8585635025395,94.2990149993147,118.838268792671,101.787220398508,107.043123864572,101.130729242354
"12",1890-09-01,104.919986236616,95.340883940357,95.8798038461981,121.193052391755,102.010622948321,107.923514347644,101.787789709663
"13",1890-10-01,105.466651374017,94.8232043781745,97.4794611465844,123.547835990839,102.234025498135,108.803904830715,102.444612930814
"14",1890-11-01,106.013316511419,94.305524815992,98.1346648139152,125.902619589923,102.457428047948,109.684295313787,102.849843957862
"15",1890-12-01,106.559981648821,93.7878452538095,98.7868054495058,128.257403189007,102.680830597762,110.564685796858,103.252282296665
"16",1891-01-01,106.599753137927,93.1413794633554,98.2749335793326,126.731786690851,101.95298231134,109.417750873005,102.914729852146
"17",1891-02-01,106.639524627033,92.4949136729013,97.7647332569148,125.206170192695,101.225134024919,108.270815949152,102.576309432735
"18",1891-03-01,106.679296116139,91.8484478824472,97.2561998042506,123.680553694539,100.497285738497,107.123881025299,102.237007574572
"19",1891-04-01,106.719067605244,91.2019820919931,96.7493285554444,122.154937196383,99.7694374520754,105.976946101446,101.896810468278
"20",1891-05-01,106.75883909435,90.555516301539,96.2441148566772,120.629320698227,99.0415891656538,104.830011177593,101.555703945666
"21",1891-06-01,106.798610583456,89.9090505110849,95.740554066176,119.103704200071,98.3137408792323,103.683076253739,101.213673465755
"22",1891-07-01,106.838382072562,89.2625847206308,95.2386415541853,117.578087701915,97.5858925928107,102.536141329886,100.870704100029
"23",1891-08-01,106.878153561668,88.6161189301767,94.7383727029363,116.052471203759,96.8580443063891,101.389206406033,100.526780516907
"24",1891-09-01,106.917925050774,87.9696531397226,94.2397429066176,114.526854705603,96.1301960199676,100.24227148218,100.181886965351
"25",1891-10-01,106.95769653988,87.3231873492684,93.7427475713464,113.001238207447,95.402347733546,99.0953365583267,99.8360072575529
"26",1891-11-01,106.997468028986,86.6767215588144,93.2473821151378,111.475621709291,94.6744994471244,97.9484016344735,99.4891247506537
"27",1891-12-01,107.037239518092,86.0302557683602,92.7536419678766,109.950005211135,93.9466511607029,96.8014667106204,99.1412223273932
"28",1892-01-01,106.411392095009,85.6165110402827,92.1050552173403,111.35604606612,94.5867252117249,96.7566993239346,98.7327523223912
"29",1892-02-01,105.785544671927,85.2027663122051,91.4587201488739,112.762086921105,95.226799262747,96.7119319372488,98.3226704583297
"30",1892-03-01,105.159697248844,84.7890215841275,90.8146302920924,114.168127776091,95.8668733137689,96.667164550563,97.910996606922
"31",1892-04-01,104.533849825761,84.37527685605,90.1727791936045,115.574168631076,96.506947364791,96.6223971638772,97.497750050365
"32",1892-05-01,103.908002402679,83.9615321279725,89.5331604169698,116.980209486061,97.147021415813,96.5776297771914,97.0829495014323
"33",1892-06-01,103.282154979596,83.5477873998949,88.8957675426572,118.386250341047,97.787095466835,96.5328623905057,96.666613122479
"34",1892-07-01,102.656307556514,83.1340426718173,88.2605941680019,119.792291196032,98.427169517857,96.4880950038199,96.2487585434226
"35",1892-08-01,102.030460133431,82.7202979437398,87.6276339071642,121.198332051017,99.067243568879,96.4433276171341,95.829402878768
"36",1892-09-01,101.404612710348,82.3065532156622,86.9968803910869,122.604372906003,99.707317619901,96.3985602304483,95.4085627437318
"37",1892-10-01,100.778765287266,81.8928084875847,86.3683272674543,124.010413760988,100.347391670923,96.3537928437625,94.9862542695221
"38",1892-11-01,100.152917864183,81.4790637595071,85.7419682006494,125.416454615973,100.987465721945,96.3090254570767,94.5624931178224
"39",1892-12-01,99.5270704411003,81.0653190314296,85.1177968717132,126.822495470959,101.627539772967,96.2642580703909,94.1372944945274
"40",1893-01-01,99.9768213015611,81.3795350948329,85.3295546079142,122.137522009052,101.519128864768,96.9547818175858,94.3850988290916
"41",1893-02-01,100.426572162022,81.6937511582363,85.5401013040475,117.452548547146,101.410717956569,97.6453055647806,94.6297454992497
"42",1893-03-01,100.876323022483,82.0079672216396,85.7494410054035,112.76757508524,101.30230704837,98.3358293119755,94.8710479058185
"43",1893-04-01,101.326073882944,82.322183285043,85.9575777458369,108.082601623333,101.19389614017,99.0263530591703,95.108796299051
"44",1893-05-01,101.775824743405,82.6363993484463,86.1645155477971,103.397628161427,101.085485231971,99.7168768063652,95.3427538089527
"45",1893-06-01,102.225575603867,82.9506154118497,86.3702584223574,98.7126546995209,100.977074323772,100.40740055356,95.5726515823718
"46",1893-07-01,102.675326464328,83.264831475253,86.5748103692441,94.0276812376146,100.868663415573,101.097924300755,95.798182773825
"47",1893-08-01,103.125077324789,83.5790475386564,86.7781753768671,89.3427077757083,100.760252507374,101.78844804795,96.018995049125
"48",1893-09-01,103.57482818525,83.8932636020597,86.9803574223486,84.657734313802,100.651841599175,102.478971795145,96.2346811362321
"49",1893-10-01,104.024579045711,84.2074796654631,87.1813604715525,79.9727608518957,100.543430690975,103.169495542339,96.444766778114
"50",1893-11-01,104.474329906173,84.5216957288665,87.3811884791146,75.2877873899894,100.435019782776,103.860019289534,96.6486951788442
"51",1893-12-01,104.924080766634,84.8359117922698,87.5798453884709,70.6028139280831,100.326608874577,104.550543036729,96.8458066398261
"52",1894-01-01,104.793460826063,84.4690723171614,87.1506385606619,75.2104650979926,100.073798400572,104.677937345892,96.6878254492928
