wheat.q,mealies.q,barley.q,oats.q,oathay.q,rye.q,peas.beans.q,potatoes.q,tobacco.q,d.fruit.q,wine.q,brandy.q,wool.q,hides.q,skins.q,cheese.q,fat.tallow.q,soap.q,cattle.q,horses.q,sheep.q,pigs.q,goats.q,fowls.q,beef.q,mutton.q,pork.q,eggs.q,butter.q,milk.q,bread.q,flour.q,mealie.meal.q,boer.meal.q,oatmeal.q,tea.q,coffee.q,sugar.q,beer.q,rice.q,salt.q,candles.q,Crops,Produce,Pastoral,Livestock,P.Provisions,A.Provisions,O.Provisions
149153138,109656575,57988224,163014498,335357458,20742015,22180623,134694398,84966306,29545502,114228000,55193512,303176092,11913884,42480951,109098,6769815,1995114,5237139936,1624655472,2818818170,183915669,1333031002,157721875,297474000,160111268,18125056,23007600,62451220,60441120,228456000,49863600,1720320,915600,8971680,34938480,71759760,120121680,24618720,18758640,2489040,17804400,5,3,3,5,5,3,3
